Number of Records,Franchise ID,Lg ID,Name First,Name Given,Name Last,playerID (Master.csv),Player ID,Pos Team ID,Starting Pos,Team ID,Year ID
1,STL,NL,Vince,Vincent Maurice,Coleman,colemvi01,colemvi01,SLN,,SLN,1989
1,HOU,NL,Glenn,Glenn Earle,Davis,davisgl01,davisgl01,HOU,,HOU,1989
1,SDP,NL,Mark,Mark William,Davis,davisma01,davisma01,SDN,,SDN,1989
1,CHC,NL,Andre,Andre Nolan,Dawson,dawsoan01,dawsoan01,CHN,,CHN,1989
1,CIN,NL,John,John Anthony,Franco,francjo01,francjo01,CIN,,CIN,1989
1,PHI,NL,Von,Von Francis,Hayes,hayesvo01,hayesvo01,PHI,,PHI,1989
1,LAD,NL,Orel,Orel Leonard,Hershiser,hershor01,hershor01,LAN,,LAN,1989
1,LAD,NL,Jay,Jay Canfield,Howell,howelja01,howelja01,LAN,,LAN,1989
1,CIN,NL,Barry,Barry Louis,Larkin,larkiba01,larkiba01,CIN,,CIN,1989
1,STL,NL,Tony,Antonio Francesco,Pena,penato01,penato01,SLN,,SLN,1989
1,LAD,NL,Willie,Willie Larry,Randolph,randowi01,randowi01,LAN,,LAN,1989
1,PHI,NL,Mike,Michael Jack,Schmidt,schmimi01,schmimi01,PHI,,PHI,1989
1,LAD,NL,Mike,Michael Lorri,Scioscia,sciosmi01,sciosmi01,LAN,,LAN,1989
1,HOU,NL,Mike,Michael Warren,Scott,scottmi03,scottmi03,HOU,,HOU,1989
1,ATL,NL,John,John Andrew,Smoltz,smoltjo01,smoltjo01,ATL,,ATL,1989
1,NYM,NL,Darryl,Darryl Eugene,Strawberry,strawda01,strawda01,NYN,,NYN,1989
1,CHC,NL,Rick,Richard Lee,Sutcliffe,sutclri01,sutclri01,CHN,,CHN,1989
1,WSN,NL,Tim,Timothy Charles,Wallach,wallati01,wallati01,MON,,MON,1989
1,CHC,NL,Mitch,Mitchell Steven,Williams,willimi02,willimi02,CHN,,CHN,1989
1,OAK,AL,Bob,Robert Lynn,Welch,welchbo01,welchbo01,OAK,1,OAK,1990
1,CLE,AL,Sandy,Santos,Alomar,alomasa02,alomasa02,CLE,2,CLE,1990
1,OAK,AL,Mark,Mark David,McGwire,mcgwima01,mcgwima01,OAK,3,OAK,1990
1,NYY,AL,Steve,Stephen Louis,Sax,saxst01,saxst01,NYA,4,NYA,1990
1,BOS,AL,Wade,Wade Anthony,Boggs,boggswa01,boggswa01,BOS,5,BOS,1990
1,BAL,AL,Cal,Calvin Edwin,Ripken,ripkeca01,ripkeca01,BAL,6,BAL,1990
1,OAK,AL,Rickey,Rickey Nelson Henley,Henderson,henderi01,henderi01,OAK,7,OAK,1990
1,SEA,AL,Ken,George Kenneth,Griffey,griffke02,griffke02,SEA,8,SEA,1990
1,OAK,AL,Jose,Jose,Canseco,cansejo01,cansejo01,OAK,9,OAK,1990
1,TOR,AL,George,George Antonio,Bell,bellge02,bellge02,TOR,,TOR,1990
1,BOS,AL,Ellis,Ellis Rena,Burks,burksel01,burksel01,BOS,,BOS,1990
1,BOS,AL,Roger,William Roger,Clemens,clemero02,clemero02,BOS,,BOS,1990
1,OAK,AL,Dennis,Dennis Lee,Eckersley,eckerde01,eckerde01,OAK,,OAK,1990
1,DET,AL,Cecil,Cecil Grant,Fielder,fieldce01,fieldce01,DET,,DET,1990
1,ANA,AL,Chuck,Charles Edward,Finley,finlech01,finlech01,CAL,,CAL,1990
1,TEX,AL,Julio,Julio Cesar,Franco,francju01,francju01,TEX,,TEX,1990
1,TOR,AL,Kelly,Kelly Wayne,Gruber,grubeke01,grubeke01,TOR,,TOR,1990
1,CHW,AL,Ozzie,Oswaldo Jose,Guillen,guilloz01,guilloz01,CHA,,CHA,1990
1,CLE,AL,Brook,Brook Wallace,Jacoby,jacobbr01,jacobbr01,CLE,,CLE,1990
1,SEA,AL,Randy,Randall David,Johnson,johnsra05,johnsra05,SEA,,SEA,1990
1,CLE,AL,Doug,Douglas Reid,Jones,jonesdo01,jonesdo01,CLE,,CLE,1990
1,BAL,AL,Gregg,Greggory William,Olson,olsongr01,olsongr01,BAL,,BAL,1990
1,MIL,AL,Dave,David Gene,Parker,parkeda01,parkeda01,ML4,,ML4,1990
1,ANA,AL,Lance,Lance Michael,Parrish,parrila02,parrila02,CAL,,CAL,1990
1,MIN,AL,Kirby,Kirby,Puckett,puckeki01,puckeki01,MIN,,MIN,1990
1,KCR,AL,Bret,Bret William,Saberhagen,saberbr01,saberbr01,KCA,,KCA,1990
1,TOR,AL,Dave,David Andrew,Stieb,stiebda01,stiebda01,TOR,,TOR,1990
1,CHW,AL,Bobby,Robert Thomas,Thigpen,thigpbo01,thigpbo01,CHA,,CHA,1990
1,DET,AL,Alan,Alan Stuart,Trammell,trammal01,trammal01,DET,,DET,1990
1,CIN,NL,Jack,Jack William,Armstrong,armstja01,armstja01,CIN,1,CIN,1990
1,LAD,NL,Mike,Michael Lorri,Scioscia,sciosmi01,sciosmi01,LAN,2,LAN,1990
1,SFG,NL,Will,William Nuschler,Clark,clarkwi02,clarkwi02,SFN,3,SFN,1990
1,CHC,NL,Ryne,Ryne Dee,Sandberg,sandbry01,sandbry01,CHN,4,CHN,1990
1,CIN,NL,Chris,Christopher Andrew,Sabo,saboch01,saboch01,CIN,5,CIN,1990
1,STL,NL,Ozzie,Osborne Earl,Smith,smithoz01,smithoz01,SLN,6,SLN,1990
1,SFG,NL,Kevin,Kevin Darnell,Mitchell,mitchke01,mitchke01,SFN,7,SFN,1990
1,PHI,NL,Lenny,Leonard Kyle,Dykstra,dykstle01,dykstle01,PHI,8,PHI,1990
1,CHC,NL,Andre,Andre Nolan,Dawson,dawsoan01,dawsoan01,CHN,9,CHN,1990
1,SDP,NL,Roberto,Roberto,Alomar,alomaro01,alomaro01,SDN,,SDN,1990
1,PIT,NL,Barry,Barry Lamar,Bonds,bondsba01,bondsba01,PIT,,PIT,1990
1,PIT,NL,Bobby,Roberto Martin Antonio,Bonilla,bonilbo01,bonilbo01,PIT,,PIT,1990
1,SFG,NL,Jeff,Jeffrey Hoke,Brantley,brantje01,brantje01,SFN,,SFN,1990
1,CIN,NL,Rob,Robert Keith,Dibble,dibblro01,dibblro01,CIN,,CIN,1990
1,CHC,NL,Shawon,Shawon Donnell,Dunston,dunstsh01,dunstsh01,CHN,,CHN,1990
1,NYM,NL,John,John Anthony,Franco,francjo01,francjo01,NYN,,NYN,1990
1,SDP,NL,Tony,Anthony Keith,Gwynn,gwynnto01,gwynnto01,SDN,,SDN,1990
1,PIT,NL,Neal,Neal,Heaton,heatone01,heatone01,PIT,,PIT,1990
1,CIN,NL,Barry,Barry Louis,Larkin,larkiba01,larkiba01,CIN,,CIN,1990
1,WSN,NL,Dennis,Jose Dennis,Martinez,martide01,martide01,MON,,MON,1990
1,LAD,NL,Ramon,Ramon Jaime,Martinez,martira02,martira02,LAN,,LAN,1990
1,CIN,NL,Randy,Randall Kirk,Myers,myersra01,myersra01,CIN,,CIN,1990
1,ATL,NL,Greg,Gregory William,Olson,olsongr02,olsongr02,ATL,,ATL,1990
1,SDP,NL,Benito,Benito,Santiago,santibe01,santibe01,SDN,,SDN,1990
1,HOU,NL,Dave,David Stanley,Smith,smithda02,smithda02,HOU,,HOU,1990
1,NYM,NL,Darryl,Darryl Eugene,Strawberry,strawda01,strawda01,NYN,,NYN,1990
1,NYM,NL,Frank,Frank John,Viola,violafr01,violafr01,NYN,,NYN,1990
1,WSN,NL,Tim,Timothy Charles,Wallach,wallati01,wallati01,MON,,MON,1990
1,SFG,NL,Matt,Matthew Derrick,Williams,willima04,willima04,SFN,,SFN,1990
1,MIN,AL,Jack,John Scott,Morris,morrija02,morrija02,MIN,1,MIN,1991
1,CLE,AL,Sandy,Santos,Alomar,alomasa02,alomasa02,CLE,2,CLE,1991
1,DET,AL,Cecil,Cecil Grant,Fielder,fieldce01,fieldce01,DET,3,DET,1991
1,TOR,AL,Roberto,Roberto,Alomar,alomaro01,alomaro01,TOR,4,TOR,1991
1,BOS,AL,Wade,Wade Anthony,Boggs,boggswa01,boggswa01,BOS,5,BOS,1991
1,BAL,AL,Cal,Calvin Edwin,Ripken,ripkeca01,ripkeca01,BAL,6,BAL,1991
1,OAK,AL,Rickey,Rickey Nelson Henley,Henderson,henderi01,henderi01,OAK,7,OAK,1991
1,SEA,AL,Ken,George Kenneth,Griffey,griffke02,griffke02,SEA,8,SEA,1991
1,OAK,AL,Dave,David Lee,Henderson,hendeda01,hendeda01,OAK,9,OAK,1991
1,KCR,AL,Danny,Danilo,Tartabull,tartada01,tartada01,KCA,10,KCA,1991
1,MIN,AL,Rick,Richard Warren,Aguilera,aguilri01,aguilri01,MIN,,MIN,1991
1,OAK,AL,Harold,Harold Douglas,Baines,baineha01,baineha01,OAK,,OAK,1991
1,TOR,AL,Joe,Joseph Chris,Carter,cartejo01,cartejo01,TOR,,TOR,1991
1,BOS,AL,Roger,William Roger,Clemens,clemero02,clemero02,BOS,,BOS,1991
1,OAK,AL,Dennis,Dennis Lee,Eckersley,eckerde01,eckerde01,OAK,,OAK,1991
1,MIN,AL,Scott,Scott Gavin,Erickson,ericksc01,ericksc01,MIN,,MIN,1991
1,CHW,AL,Carlton,Carlton Ernest,Fisk,fiskca01,fiskca01,CHA,,CHA,1991
1,TEX,AL,Julio,Julio Cesar,Franco,francju01,francju01,TEX,,TEX,1991
1,CHW,AL,Ozzie,Oswaldo Jose,Guillen,guilloz01,guilloz01,CHA,,CHA,1991
1,ANA,AL,Bryan,Bryan Stanley,Harvey,harvebr01,harvebr01,CAL,,CAL,1991
1,TOR,AL,Jimmy,James Edward,Key,keyji01,keyji01,TOR,,TOR,1991
1,ANA,AL,Mark,Mark Edward,Langston,langsma01,langsma01,CAL,,CAL,1991
1,CHW,AL,Jack,Jack Burns,McDowell,mcdowja01,mcdowja01,CHA,,CHA,1991
1,OAK,AL,Mark,Mark David,McGwire,mcgwima01,mcgwima01,OAK,,OAK,1991
1,MIL,AL,Paul,Paul Leo,Molitor,molitpa01,molitpa01,ML4,,ML4,1991
1,TEX,AL,Rafael,Rafael,Palmeiro,palmera01,palmera01,TEX,,TEX,1991
1,MIN,AL,Kirby,Kirby,Puckett,puckeki01,puckeki01,MIN,,MIN,1991
1,BOS,AL,Jeff,Jeffrey James,Reardon,reardje01,reardje01,BOS,,BOS,1991
1,NYY,AL,Scott,Scott Douglas,Sanderson,sandesc01,sandesc01,NYA,,NYA,1991
1,TEX,AL,Ruben,Ruben Angel,Sierra,sierrru01,sierrru01,TEX,,TEX,1991
1,ATL,NL,Tom,Thomas Michael,Glavine,glavito02,glavito02,ATL,1,ATL,1991
1,SDP,NL,Benito,Benito,Santiago,santibe01,santibe01,SDN,2,SDN,1991
1,SFG,NL,Will,William Nuschler,Clark,clarkwi02,clarkwi02,SFN,3,SFN,1991
1,CHC,NL,Ryne,Ryne Dee,Sandberg,sandbry01,sandbry01,CHN,4,CHN,1991
1,CIN,NL,Chris,Christopher Andrew,Sabo,saboch01,saboch01,CIN,5,CIN,1991
1,STL,NL,Ozzie,Osborne Earl,Smith,smithoz01,smithoz01,SLN,6,SLN,1991
1,WSN,NL,Ivan,Ivan,Calderon,caldeiv01,caldeiv01,MON,7,MON,1991
1,SDP,NL,Tony,Anthony Keith,Gwynn,gwynnto01,gwynnto01,SDN,8,SDN,1991
1,CHC,NL,Andre,Andre Nolan,Dawson,dawsoan01,dawsoan01,CHN,9,CHN,1991
1,PIT,NL,Bobby,Roberto Martin Antonio,Bonilla,bonilbo01,bonilbo01,PIT,10,PIT,1991
1,CHC,NL,George,George Antonio,Bell,bellge02,bellge02,CHN,,CHN,1991
1,HOU,NL,Craig,Craig Alan,Biggio,biggicr01,biggicr01,HOU,,HOU,1991
1,CIN,NL,Tom,Thomas Leo,Browning,brownto05,brownto05,CIN,,CIN,1991
1,LAD,NL,Brett,Brett Morgan,Butler,butlebr01,butlebr01,LAN,,LAN,1991
1,CIN,NL,Rob,Robert Keith,Dibble,dibblro01,dibblro01,CIN,,CIN,1991
1,HOU,NL,Pete,Peter Thomas,Harnisch,harnipe01,harnipe01,HOU,,HOU,1991
1,NYM,NL,Howard,Howard Michael,Johnson,johnsho01,johnsho01,NYN,,NYN,1991
1,STL,NL,Felix,Domingo Felix Andujar,Jose,josefe01,josefe01,SLN,,SLN,1991
1,PHI,NL,John,John Martin,Kruk,krukjo01,krukjo01,PHI,,PHI,1991
1,CIN,NL,Barry,Barry Louis,Larkin,larkiba01,larkiba01,CIN,,CIN,1991
1,WSN,NL,Dennis,Jose Dennis,Martinez,martide01,martide01,MON,,MON,1991
1,LAD,NL,Mike,Michael Thomas,Morgan,morgami01,morgami01,LAN,,LAN,1991
1,LAD,NL,Eddie,Eddie Clarence,Murray,murraed02,murraed02,LAN,,LAN,1991
1,CIN,NL,Paul,Paul Andrew,O'Neill,oneilpa01,oneilpa01,CIN,,CIN,1991
1,LAD,NL,Juan,Juan Milton,Samuel,samueju01,samueju01,LAN,,LAN,1991
1,PIT,NL,John,John Patrick,Smiley,smilejo01,smilejo01,PIT,,PIT,1991
1,STL,NL,Lee,Lee Arthur,Smith,smithle02,smithle02,SLN,,SLN,1991
1,LAD,NL,Darryl,Darryl Eugene,Strawberry,strawda01,strawda01,LAN,,LAN,1991
1,NYM,NL,Frank,Frank John,Viola,violafr01,violafr01,NYN,,NYN,1991
1,TEX,AL,Kevin,James Kevin,Brown,brownke01,brownke01,TEX,1,TEX,1992
1,CLE,AL,Sandy,Santos,Alomar,alomasa02,alomasa02,CLE,2,CLE,1992
1,OAK,AL,Mark,Mark David,McGwire,mcgwima01,mcgwima01,OAK,3,OAK,1992
1,TOR,AL,Roberto,Roberto,Alomar,alomaro01,alomaro01,TOR,4,TOR,1992
1,BOS,AL,Wade,Wade Anthony,Boggs,boggswa01,boggswa01,BOS,5,BOS,1992
1,BAL,AL,Cal,Calvin Edwin,Ripken,ripkeca01,ripkeca01,BAL,6,BAL,1992
1,MIN,AL,Kirby,Kirby,Puckett,puckeki01,puckeki01,MIN,7,MIN,1992
1,SEA,AL,Ken,George Kenneth,Griffey,griffke02,griffke02,SEA,8,SEA,1992
1,TOR,AL,Joe,Joseph Chris,Carter,cartejo01,cartejo01,TOR,9,TOR,1992
1,MIN,AL,Rick,Richard Warren,Aguilera,aguilri01,aguilri01,MIN,,MIN,1992
1,BAL,AL,Brady,Brady Kevin,Anderson,anderbr01,anderbr01,BAL,,BAL,1992
1,CLE,AL,Carlos,Carlos Obed,Baerga,baergca01,baergca01,CLE,,CLE,1992
1,OAK,AL,Jose,Jose,Canseco,cansejo01,cansejo01,OAK,,OAK,1992
1,BOS,AL,Roger,William Roger,Clemens,clemero02,clemero02,BOS,,BOS,1992
1,OAK,AL,Dennis,Dennis Lee,Eckersley,eckerde01,eckerde01,OAK,,OAK,1992
1,DET,AL,Travis,David Travis,Fryman,frymatr01,frymatr01,DET,,DET,1992
1,TOR,AL,Juan,Juan Andres,Guzman,guzmaju01,guzmaju01,TOR,,TOR,1992
1,NYY,AL,Roberto,Roberto Conrado,Kelly,kellyro01,kellyro01,NYA,,NYA,1992
1,MIN,AL,Chuck,Edward Charles,Knoblauch,knoblch01,knoblch01,MIN,,MIN,1992
1,ANA,AL,Mark,Mark Edward,Langston,langsma01,langsma01,CAL,,CAL,1992
1,SEA,AL,Edgar,Edgar,Martinez,martied01,martied01,SEA,,SEA,1992
1,CHW,AL,Jack,Jack Burns,McDowell,mcdowja01,mcdowja01,CHA,,CHA,1992
1,MIL,AL,Paul,Paul Leo,Molitor,molitpa01,molitpa01,ML4,,ML4,1992
1,KCR,AL,Jeff,Jeffrey Thomas,Montgomery,montgje01,montgje01,KCA,,KCA,1992
1,BAL,AL,Mike,Michael Cole,Mussina,mussimi01,mussimi01,BAL,,BAL,1992
1,CLE,AL,Charles,Charles Harrison,Nagy,nagych01,nagych01,CLE,,CLE,1992
1,TEX,AL,Ivan,Ivan,Rodriguez,rodriiv01,rodriiv01,TEX,,TEX,1992
1,TEX,AL,Ruben,Ruben Angel,Sierra,sierrru01,sierrru01,TEX,,TEX,1992
1,CHW,AL,Robin,Robin Mark,Ventura,venturo01,venturo01,CHA,,CHA,1992
1,ATL,NL,Tom,Thomas Michael,Glavine,glavito02,glavito02,ATL,1,ATL,1992
1,SDP,NL,Benito,Benito,Santiago,santibe01,santibe01,SDN,2,SDN,1992
1,SDP,NL,Fred,Frederick Stanley,McGriff,mcgrifr01,mcgrifr01,SDN,3,SDN,1992
1,CHC,NL,Ryne,Ryne Dee,Sandberg,sandbry01,sandbry01,CHN,4,CHN,1992
1,ATL,NL,Terry,Terry Lee,Pendleton,pendlte01,pendlte01,ATL,5,ATL,1992
1,STL,NL,Ozzie,Osborne Earl,Smith,smithoz01,smithoz01,SLN,6,SLN,1992
1,PIT,NL,Barry,Barry Lamar,Bonds,bondsba01,bondsba01,PIT,7,PIT,1992
1,PIT,NL,Andy,Andrew James,Van Slyke,vanslan01,vanslan01,PIT,8,PIT,1992
1,SDP,NL,Tony,Anthony Keith,Gwynn,gwynnto01,gwynnto01,SDN,9,SDN,1992
1,HOU,NL,Craig,Craig Alan,Biggio,biggicr01,biggicr01,HOU,,HOU,1992
1,CIN,NL,Norm,Norman Wood,Charlton,charlno01,charlno01,CIN,,CIN,1992
1,SFG,NL,Will,William Nuschler,Clark,clarkwi02,clarkwi02,SFN,,SFN,1992
1,NYM,NL,David,David Brian,Cone,coneda01,coneda01,NYN,,NYN,1992
1,PHI,NL,Darren,Darren Arthur,Daulton,daultda01,daultda01,PHI,,PHI,1992
1,SDP,NL,Tony,Octavio Antonio,Fernandez,fernato01,fernato01,SDN,,SDN,1992
1,ATL,NL,Ron,Ronald Edwin,Gant,gantro01,gantro01,ATL,,ATL,1992
1,HOU,NL,Doug,Douglas Reid,Jones,jonesdo01,jonesdo01,HOU,,HOU,1992
1,PHI,NL,John,John Martin,Kruk,krukjo01,krukjo01,PHI,,PHI,1992
1,CHC,NL,Greg,Gregory Alan,Maddux,maddugr01,maddugr01,CHN,,CHN,1992
1,WSN,NL,Dennis,Jose Dennis,Martinez,martide01,martide01,MON,,MON,1992
1,STL,NL,Tom,Thomas Alan,Pagnozzi,pagnoto01,pagnoto01,SLN,,SLN,1992
1,CIN,NL,Bip,Leon Joseph,Roberts,roberbi01,roberbi01,CIN,,CIN,1992
1,LAD,NL,Mike,Michael Tyrone,Sharperson,sharpmi01,sharpmi01,LAN,,LAN,1992
1,SDP,NL,Gary,Gary Antonian,Sheffield,sheffga01,sheffga01,SDN,,SDN,1992
1,STL,NL,Lee,Lee Arthur,Smith,smithle02,smithle02,SLN,,SLN,1992
1,ATL,NL,John,John Andrew,Smoltz,smoltjo01,smoltjo01,ATL,,ATL,1992
1,STL,NL,Bob,Robert Alan,Tewksbury,tewksbo01,tewksbo01,SLN,,SLN,1992
1,WSN,NL,Larry,Larry Kenneth Robert,Walker,walkela01,walkela01,MON,,MON,1992
1,ANA,AL,Mark,Mark Edward,Langston,langsma01,langsma01,CAL,1,CAL,1993
1,TEX,AL,Ivan,Ivan,Rodriguez,rodriiv01,rodriiv01,TEX,2,TEX,1993
1,TOR,AL,John,John Garrett,Olerud,olerujo01,olerujo01,TOR,3,TOR,1993
1,TOR,AL,Roberto,Roberto,Alomar,alomaro01,alomaro01,TOR,4,TOR,1993
1,NYY,AL,Wade,Wade Anthony,Boggs,boggswa01,boggswa01,NYA,5,NYA,1993
1,BAL,AL,Cal,Calvin Edwin,Ripken,ripkeca01,ripkeca01,BAL,6,BAL,1993
1,MIN,AL,Kirby,Kirby,Puckett,puckeki01,puckeki01,MIN,7,MIN,1993
1,SEA,AL,Ken,George Kenneth,Griffey,griffke02,griffke02,SEA,8,SEA,1993
1,TOR,AL,Joe,Joseph Chris,Carter,cartejo01,cartejo01,TOR,9,TOR,1993
1,TOR,AL,Paul,Paul Leo,Molitor,molitpa01,molitpa01,TOR,10,TOR,1993
1,MIN,AL,Rick,Richard Warren,Aguilera,aguilri01,aguilri01,MIN,,MIN,1993
1,CLE,AL,Carlos,Carlos Obed,Baerga,baergca01,baergca01,CLE,,CLE,1993
1,CLE,AL,Albert,Albert Jojuan,Belle,belleal01,belleal01,CLE,,CLE,1993
1,BOS,AL,Scott,Scott Kendrick,Cooper,coopesc01,coopesc01,BOS,,BOS,1993
1,DET,AL,Cecil,Cecil Grant,Fielder,fieldce01,fieldce01,DET,,DET,1993
1,DET,AL,Travis,David Travis,Fryman,frymatr01,frymatr01,DET,,DET,1993
1,TEX,AL,Juan,Juan Alberto,Gonzalez,gonzaju03,gonzaju03,TEX,,TEX,1993
1,TOR,AL,Pat,Patrick George,Hentgen,hentgpa01,hentgpa01,TOR,,TOR,1993
1,SEA,AL,Randy,Randall David,Johnson,johnsra05,johnsra05,SEA,,SEA,1993
1,NYY,AL,Jimmy,James Edward,Key,keyji01,keyji01,NYA,,NYA,1993
1,CHW,AL,Jack,Jack Burns,McDowell,mcdowja01,mcdowja01,CHA,,CHA,1993
1,KCR,AL,Jeff,Jeffrey Thomas,Montgomery,montgje01,montgje01,KCA,,KCA,1993
1,BAL,AL,Mike,Michael Cole,Mussina,mussimi01,mussimi01,BAL,,BAL,1993
1,OAK,AL,Terry,Terry Lee,Steinbach,steinte01,steinte01,OAK,,OAK,1993
1,CHW,AL,Frank,Frank Edward,Thomas,thomafr04,thomafr04,CHA,,CHA,1993
1,MIL,AL,Greg,Gregory Lamont,Vaughn,vaughgr01,vaughgr01,ML4,,ML4,1993
1,TOR,AL,Duane,Roy Duane,Ward,warddu01,warddu01,TOR,,TOR,1993
1,TOR,AL,Devon,Devon Markes,White,whitede03,whitede03,TOR,,TOR,1993
1,PHI,NL,Terry,Terence John,Mulholland,mulhote01,mulhote01,PHI,1,PHI,1993
1,PHI,NL,Darren,Darren Arthur,Daulton,daultda01,daultda01,PHI,2,PHI,1993
1,PHI,NL,John,John Martin,Kruk,krukjo01,krukjo01,PHI,3,PHI,1993
1,CHC,NL,Ryne,Ryne Dee,Sandberg,sandbry01,sandbry01,CHN,4,CHN,1993
1,FLO,NL,Gary,Gary Antonian,Sheffield,sheffga01,sheffga01,FLO,5,FLO,1993
1,CIN,NL,Barry,Barry Louis,Larkin,larkiba01,larkiba01,CIN,6,CIN,1993
1,SFG,NL,Barry,Barry Lamar,Bonds,bondsba01,bondsba01,SFN,7,SFN,1993
1,WSN,NL,Marquis,Marquis Deon,Grissom,grissma02,grissma02,MON,8,MON,1993
1,ATL,NL,David,David Christopher,Justice,justida01,justida01,ATL,9,ATL,1993
1,CHC,NL,Mark,Mark Eugene,Grace,gracema01,gracema01,CHN,10,CHN,1993
1,ATL,NL,Steve,Steven Thomas,Avery,averyst01,averyst01,ATL,,ATL,1993
1,SFG,NL,Rod,Rodney Roy,Beck,beckro01,beckro01,SFN,,SFN,1993
1,PIT,NL,Jay,Jay Stuart,Bell,bellja01,bellja01,PIT,,PIT,1993
1,SDP,NL,Andy,Andrew Charles,Benes,benesan01,benesan01,SDN,,SDN,1993
1,ATL,NL,Jeff,Jeffrey Michael,Blauser,blausje01,blausje01,ATL,,ATL,1993
1,NYM,NL,Bobby,Roberto Martin Antonio,Bonilla,bonilbo01,bonilbo01,NYN,,NYN,1993
1,SFG,NL,John,John David,Burkett,burkejo03,burkejo03,SFN,,SFN,1993
1,COL,NL,Andres,Andres Jose,Galarraga,galaran01,galaran01,COL,,COL,1993
1,ATL,NL,Tom,Thomas Michael,Glavine,glavito02,glavito02,ATL,,ATL,1993
1,SDP,NL,Tony,Anthony Keith,Gwynn,gwynnto01,gwynnto01,SDN,,SDN,1993
1,FLO,NL,Bryan,Bryan Stanley,Harvey,harvebr01,harvebr01,FLO,,FLO,1993
1,PHI,NL,Dave,David Michael,Hollins,hollida01,hollida01,PHI,,PHI,1993
1,STL,NL,Gregg,Gregory Scott,Jefferies,jeffegr01,jeffegr01,SLN,,SLN,1993
1,CIN,NL,Roberto,Roberto Conrado,Kelly,kellyro01,kellyro01,CIN,,CIN,1993
1,HOU,NL,Darryl,Darryl Andrew,Kile,kileda01,kileda01,HOU,,HOU,1993
1,LAD,NL,Mike,Michael Joseph,Piazza,piazzmi01,piazzmi01,LAN,,LAN,1993
1,STL,NL,Lee,Lee Arthur,Smith,smithle02,smithle02,SLN,,SLN,1993
1,ATL,NL,John,John Andrew,Smoltz,smoltjo01,smoltjo01,ATL,,ATL,1993
1,SFG,NL,Robby,Robert Randall,Thompson,thompro01,thompro01,SFN,,SFN,1993
1,PIT,NL,Andy,Andrew James,Van Slyke,vanslan01,vanslan01,PIT,,PIT,1993
1,NYY,AL,Jimmy,James Edward,Key,keyji01,keyji01,NYA,1,NYA,1994
1,TEX,AL,Ivan,Ivan,Rodriguez,rodriiv01,rodriiv01,TEX,2,TEX,1994
1,CHW,AL,Frank,Frank Edward,Thomas,thomafr04,thomafr04,CHA,3,CHA,1994
1,TOR,AL,Roberto,Roberto,Alomar,alomaro01,alomaro01,TOR,4,TOR,1994
1,NYY,AL,Wade,Wade Anthony,Boggs,boggswa01,boggswa01,NYA,5,NYA,1994
1,BAL,AL,Cal,Calvin Edwin,Ripken,ripkeca01,ripkeca01,BAL,6,BAL,1994
1,TOR,AL,Joe,Joseph Chris,Carter,cartejo01,cartejo01,TOR,7,TOR,1994
1,SEA,AL,Ken,George Kenneth,Griffey,griffke02,griffke02,SEA,8,SEA,1994
1,MIN,AL,Kirby,Kirby,Puckett,puckeki01,puckeki01,MIN,9,MIN,1994
1,CHW,AL,Wilson,Wilson Eduardo,Alvarez,alvarwi01,alvarwi01,CHA,,CHA,1994
1,CLE,AL,Albert,Albert Jojuan,Belle,belleal01,belleal01,CLE,,CLE,1994
1,CHW,AL,Jason,Jason Phillip,Bere,bereja01,bereja01,CHA,,CHA,1994
1,MIL,AL,Ricky,Ricardo Ricky,Bones,bonesri01,bonesri01,ML4,,ML4,1994
1,TEX,AL,Will,William Nuschler,Clark,clarkwi02,clarkwi02,TEX,,TEX,1994
1,KCR,AL,David,David Brian,Cone,coneda01,coneda01,KCA,,KCA,1994
1,BOS,AL,Scott,Scott Kendrick,Cooper,coopesc01,coopesc01,BOS,,BOS,1994
1,ANA,AL,Chili,Charles Theodore,Davis,davisch01,davisch01,CAL,,CAL,1994
1,DET,AL,Travis,David Travis,Fryman,frymatr01,frymatr01,DET,,DET,1994
1,TOR,AL,Pat,Patrick George,Hentgen,hentgpa01,hentgpa01,TOR,,TOR,1994
1,SEA,AL,Randy,Randall David,Johnson,johnsra05,johnsra05,SEA,,SEA,1994
1,MIN,AL,Chuck,Edward Charles,Knoblauch,knoblch01,knoblch01,MIN,,MIN,1994
1,CLE,AL,Kenny,Kenneth,Lofton,loftoke01,loftoke01,CLE,,CLE,1994
1,TOR,AL,Paul,Paul Leo,Molitor,molitpa01,molitpa01,TOR,,TOR,1994
1,BAL,AL,Mike,Michael Cole,Mussina,mussimi01,mussimi01,BAL,,BAL,1994
1,NYY,AL,Paul,Paul Andrew,O'Neill,oneilpa01,oneilpa01,NYA,,NYA,1994
1,OAK,AL,Ruben,Ruben Angel,Sierra,sierrru01,sierrru01,OAK,,OAK,1994
1,BAL,AL,Lee,Lee Arthur,Smith,smithle02,smithle02,BAL,,BAL,1994
1,DET,AL,Mickey,Mickey Lee,Tettleton,tettlmi01,tettlmi01,DET,,DET,1994
1,ATL,NL,Greg,Gregory Alan,Maddux,maddugr01,maddugr01,ATL,1,ATL,1994
1,LAD,NL,Mike,Michael Joseph,Piazza,piazzmi01,piazzmi01,LAN,2,LAN,1994
1,STL,NL,Gregg,Gregory Scott,Jefferies,jeffegr01,jeffegr01,SLN,3,SLN,1994
1,PHI,NL,Mariano,Mariano,Duncan,duncama01,duncama01,PHI,4,PHI,1994
